,Unnamed: 0,Home_Team,Away_Team,Arena,City,State,Country,Date,Day,Time,Price
353,353,Westchester Knicks,College Park SkyHawks,Comerica Center,Frisco,TX,USA,2022-11-21,Mon,8:00 PM, 
354,354,Memphis Grizzlies,Sacramento Kings,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-11-22,Tue,11:00 AM, 
355,355,Denver Nuggets,Detroit Pistons,Total Mortgage Arena,Bridgeport,CT,USA,2022-11-22,Tue,7:00 PM, 
356,356,Salt Lake City Stars,Santa Cruz Warriors,FedExForum,Memphis,TN,USA,2022-11-22,Tue,7:00 PM, 
357,357,Philadelphia 76ers,Brooklyn Nets,Ball Arena,Denver,CO,USA,2022-11-22,Tue,7:00 PM, 
358,358,Texas Legends,Lakeland Magic,Maverik Center,West Valley City,UT,USA,2022-11-22,Tue,7:00 PM, 
359,359,Phoenix Suns,Los Angeles Lakers,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-11-22,Tue,7:30 PM, 
360,360,Oklahoma City Blue,South Bay Lakers,Comerica Center,Frisco,TX,USA,2022-11-22,Tue,8:00 PM, 
361,361,Sioux Falls Skyforce,Grand Rapids Gold,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-11-22,Tue,8:00 PM, 
362,362,Charlotte Hornets,Philadelphia 76ers,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-11-23,Wed,12:00 PM, 
363,363,Indiana Pacers,Minnesota Timberwolves,Sanford Pentagon,Sioux Falls,SD,USA,2022-11-23,Wed,6:30 PM, 
364,364,Cleveland Cavaliers,Portland Trail Blazers,Spectrum Center,Charlotte,NC,USA,2022-11-23,Wed,7:00 PM, 
365,365,Oklahoma City Thunder,Denver Nuggets,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-11-23,Wed,7:00 PM, 
366,366,San Antonio Spurs,New Orleans Pelicans,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-11-23,Wed,7:00 PM, 
367,367,Milwaukee Bucks,Chicago Bulls,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-11-23,Wed,7:00 PM, 
368,368,Rio Grande Valley Vipers,Mexico City Capitanes,AT&T Center,San Antonio,TX,USA,2022-11-23,Wed,7:00 PM, 
369,369,Utah Jazz,Detroit Pistons,Fiserv Forum,Milwaukee,WI,USA,2022-11-23,Wed,7:00 PM, 
370,370,Golden State Warriors,Los Angeles Clippers,Bert Ogden Arena,Edinburg,TX,USA,2022-11-23,Wed,7:00 PM, 
371,371,Atlanta Hawks,Sacramento Kings,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-11-23,Wed,7:00 PM, 
372,372,Toronto Raptors,Brooklyn Nets,Chase Center,San Francisco,CA,USA,2022-11-23,Wed,7:00 PM, 
373,373,Miami Heat,Washington Wizards,State Farm Arena,Atlanta,GA,USA,2022-11-23,Wed,7:30 PM, 
374,374,Boston Celtics,Dallas Mavericks,Scotiabank Arena,Toronto,,Canada,2022-11-23,Wed,7:30 PM, 
375,375,Raptors 905,Long Island Nets,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-11-23,Wed,7:30 PM, 
376,376,Oklahoma City Blue,Salt Lake City Stars,TD Garden,Boston,MA,USA,2022-11-23,Wed,7:30 PM, 
377,377,Charlotte Hornets,Minnesota Timberwolves,Paramount Fine Foods Centre,Mississauga,,Canada,2022-11-23,Wed,7:30 PM, 
378,378,Birmingham Squadron,Austin Spurs,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-11-25,Fri,12:00 PM, 
379,379,Orlando Magic,Philadelphia 76ers,Spectrum Center,Charlotte,NC,USA,2022-11-25,Fri,5:00 PM, 
380,380,Fort Wayne Mad Ants,Iowa Wolves,Legacy Arena at The BJCC,North Birmingham,AL,USA,2022-11-25,Fri,6:00 PM, 
381,381,Lakeland Magic,Mexico City Capitanes,Amway Center,Orlando,FL,USA,2022-11-25,Fri,7:00 PM, 
382,382,Delaware Blue Coats,Greensboro Swarm,Allen County War Memorial Coliseum Arena,Fort Wayne,IN,USA,2022-11-25,Fri,7:00 PM, 
383,383,Motor City Cruise,Grand Rapids Gold,RP Funding Center,Lakeland,FL,USA,2022-11-25,Fri,7:00 PM, 
384,384,Oklahoma City Thunder,Chicago Bulls,Chase Fieldhouse,Wilmington,,USA,2022-11-25,Fri,7:00 PM, 
385,385,Memphis Grizzlies,New Orleans Pelicans,Wayne State Arena,Detroit,MI,USA,2022-11-25,Fri,7:00 PM, 
386,386,Houston Rockets,Atlanta Hawks,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-11-25,Fri,7:00 PM, 
387,387,San Antonio Spurs,Los Angeles Lakers,FedExForum,Memphis,TN,USA,2022-11-25,Fri,7:00 PM, 
388,388,Milwaukee Bucks,Cleveland Cavaliers,Toyota Center,Houston,TX,USA,2022-11-25,Fri,7:00 PM, 
389,389,Phoenix Suns,Detroit Pistons,AT&T Center,San Antonio,TX,USA,2022-11-25,Fri,7:00 PM, 
390,390,Golden State Warriors,Utah Jazz,Fiserv Forum,Milwaukee,WI,USA,2022-11-25,Fri,7:00 PM, 
391,391,Santa Cruz Warriors,G League Ignite,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-11-25,Fri,7:00 PM, 
392,392,New York Knicks,Portland Trail Blazers,Chase Center,San Francisco,CA,USA,2022-11-25,Fri,7:00 PM, 
393,393,Los Angeles Clippers,Denver Nuggets,Kaiser Permanente Arena,Santa Cruz,CA,USA,2022-11-25,Fri,7:00 PM, 
394,394,Indiana Pacers,Brooklyn Nets,Madison Square Garden,New York,NY,USA,2022-11-25,Fri,7:30 PM, 
395,395,Boston Celtics,Sacramento Kings,Crypto.com Arena,Los Angeles,CA,USA,2022-11-25,Fri,7:30 PM, 
396,396,Miami Heat,Washington Wizards,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-11-25,Fri,8:00 PM, 
397,397,Texas Legends,Rio Grande Valley Vipers,TD Garden,Boston,MA,USA,2022-11-25,Fri,8:00 PM, 
398,398,Toronto Raptors,Dallas Mavericks,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-11-25,Fri,8:00 PM, 
399,399,Lakeland Magic,Mexico City Capitanes,Comerica Center,Frisco,TX,USA,2022-11-25,Fri,8:30 PM, 
400,400,Houston Rockets,Oklahoma City Thunder,Scotiabank Arena,Toronto,,Canada,2022-11-26,Sat,5:00 PM, 
401,401,Windy City Bulls,Cleveland Charge,RP Funding Center,Lakeland,FL,USA,2022-11-26,Sat,7:00 PM, 
402,402,San Antonio Spurs,Los Angeles Lakers,Toyota Center,Houston,TX,USA,2022-11-26,Sat,7:00 PM, 
403,403,Phoenix Suns,Utah Jazz,NOW Arena,Hoffman Estates,IL,USA,2022-11-26,Sat,7:00 PM, 
404,404,Santa Cruz Warriors,Stockton Kings,AT&T Center,San Antonio,TX,USA,2022-11-26,Sat,7:00 PM, 
405,405,Westchester Knicks,Long Island Nets,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-11-26,Sat,7:00 PM, 
406,406,Wisconsin Herd,Sioux Falls Skyforce,Kaiser Permanente Arena,Santa Cruz,CA,USA,2022-11-26,Sat,7:00 PM, 
407,407,Texas Legends,Rio Grande Valley Vipers,Total Mortgage Arena,Bridgeport,CT,USA,2022-11-26,Sat,7:30 PM, 
408,408,Los Angeles Clippers,Indiana Pacers,Oshkosh Arena,Oshkosh,WI,USA,2022-11-26,Sat,8:00 PM, 
409,409,Minnesota Timberwolves,Golden State Warriors,Comerica Center,Frisco,TX,USA,2022-11-26,Sat,8:30 PM, 
410,410,Grand Rapids Gold,Iowa Wolves,Crypto.com Arena,Los Angeles,CA,USA,2022-11-27,Sun,1:00 PM, 
411,411,Capital City Go-Go,College Park SkyHawks,Target Center,Minneapolis,MN,USA,2022-11-27,Sun,2:30 PM, 
412,412,Brooklyn Nets,Portland Trail Blazers,Van Andel Arena,Grand Rapids,MI,USA,2022-11-27,Sun,3:00 PM, 
413,413,Delaware Blue Coats,Maine Celtics,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2022-11-27,Sun,3:00 PM, 
414,414,Motor City Cruise,Fort Wayne Mad Ants,Barclays Center,Brooklyn,NY,USA,2022-11-27,Sun,3:00 PM, 
415,415,Birmingham Squadron,Austin Spurs,Chase Fieldhouse,Wilmington,,USA,2022-11-27,Sun,3:00 PM, 
416,416,Orlando Magic,Philadelphia 76ers,Legacy Arena at The BJCC,North Birmingham,AL,USA,2022-11-27,Sun,3:00 PM, 
417,417,Detroit Pistons,Cleveland Cavaliers,State Farm Arena,Atlanta,GA,USA,2022-11-27,Sun,5:00 PM, 
418,418,New York Knicks,Memphis Grizzlies,Amway Center,Orlando,FL,USA,2022-11-27,Sun,6:00 PM, 
419,419,Boston Celtics,Washington Wizards,Little Caesars Arena,Detroit,MI,USA,2022-11-27,Sun,6:00 PM, 
420,420,Milwaukee Bucks,Dallas Mavericks,Madison Square Garden,New York,NY,USA,2022-11-27,Sun,6:00 PM, 
421,421,Philadelphia 76ers,Atlanta Hawks,TD Garden,Boston,MA,USA,2022-11-27,Sun,6:00 PM, 
422,422,Westchester Knicks,Greensboro Swarm,Fiserv Forum,Milwaukee,WI,USA,2022-11-27,Sun,7:00 PM, 
423,423,Washington Wizards,Minnesota Timberwolves,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-11-28,Mon,7:00 PM, 
424,424,Long Island Nets,College Park Skyhawks,Total Mortgage Arena,Bridgeport,CT,USA,2022-11-28,Mon,7:00 PM, 
425,425,Motor City Cruise,Fort Wayne Mad Ants,Capital One Arena,Washington,DC,USA,2022-11-28,Mon,7:00 PM, 
426,426,New Orleans Pelicans,Oklahoma City Thunder,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-11-28,Mon,7:00 PM, 
427,427,Denver Nuggets,Houston Rockets,Wayne State Arena,Detroit,MI,USA,2022-11-28,Mon,7:00 PM, 
428,428,Salt Lake City Stars,G League Ignite,Smoothie King Center,New Orleans,LA,USA,2022-11-28,Mon,7:00 PM, 
429,429,Utah Jazz,Chicago Bulls,Ball Arena,Denver,CO,USA,2022-11-28,Mon,7:00 PM, 
430,430,Sacramento Kings,Phoenix Suns,Maverik Center,West Valley City,UT,USA,2022-11-28,Mon,7:00 PM, 
431,431,Ontario Clippers,Oklahoma City Blue,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-11-28,Mon,7:00 PM, 
432,432,Brooklyn Nets,Orlando Magic,Golden 1 Center,Sacramento,CA,USA,2022-11-28,Mon,7:00 PM, 
433,433,Boston Celtics,Charlotte Hornets,Toyota Arena,Ontario,CA,USA,2022-11-28,Mon,7:00 PM, 
434,434,Toronto Raptors,Cleveland Cavaliers,Barclays Center,Brooklyn,NY,USA,2022-11-28,Mon,7:30 PM, 
435,435,Los Angeles Lakers,Indiana Pacers,TD Garden,Boston,MA,USA,2022-11-28,Mon,7:30 PM, 
436,436,Rio Grande Valley Vipers,Birmingham Squadron,Scotiabank Arena,Toronto,,Canada,2022-11-28,Mon,7:30 PM, 
437,437,Cleveland Charge,Sioux Falls Skyforce,Crypto.com Arena,Los Angeles,CA,USA,2022-11-28,Mon,7:30 PM, 
438,438,Dallas Mavericks,Golden State Warriors,Bert Ogden Arena,Edinburg,TX,USA,2022-11-29,Tue,11:00 AM, 
439,439,Detroit Pistons,New York Knicks,Cleveland State University Wolstein Center,Cleveland,OH,USA,2022-11-29,Tue,6:00 PM, 
440,440,Westchester Knicks,Greensboro Swarm,American Airlines Center,Dallas,TX,USA,2022-11-29,Tue,6:30 PM, 
441,441,Grand Rapids Gold,Wisconsin Herd,Little Caesars Arena,Detroit,MI,USA,2022-11-29,Tue,7:00 PM, 
442,442,Delaware Blue Coats,Maine Celtics,Total Mortgage Arena,Bridgeport,CT,USA,2022-11-29,Tue,7:00 PM, 
443,443,Memphis Hustle,Texas Legends,Van Andel Arena,Grand Rapids,MI,USA,2022-11-29,Tue,7:00 PM, 
444,444,South Bay Lakers,Salt Lake City Stars,Chase Fieldhouse,Wilmington,,USA,2022-11-29,Tue,7:00 PM, 
445,445,Portland Trail Blazers,Los Angeles Clippers,Landers Center,Southaven,MS,USA,2022-11-29,Tue,7:00 PM, 
446,446,Cleveland Charge,Sioux Falls Skyforce,UCLA Health Training Center,El Segundo,CA,USA,2022-11-29,Tue,7:00 PM, 
447,447,Orlando Magic,Atlanta Hawks,Moda Center at the Rose Quarter,Portland,OR,USA,2022-11-29,Tue,7:00 PM, 
448,448,Cleveland Cavaliers,Philadelphia 76ers,Cleveland State University Wolstein Center,Cleveland,OH,USA,2022-11-30,Wed,6:00 PM, 
449,449,Capital City Go-Go,Maine Celtics,Amway Center,Orlando,FL,USA,2022-11-30,Wed,7:00 PM, 
450,450,Grand Rapids Gold,Wisconsin Herd,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-11-30,Wed,7:00 PM, 
451,451,Oklahoma City Thunder,San Antonio Spurs,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2022-11-30,Wed,7:00 PM, 
452,452,Minnesota Timberwolves,Memphis Grizzlies,Van Andel Arena,Grand Rapids,MI,USA,2022-11-30,Wed,7:00 PM, 
453,453,New Orleans Pelicans,Toronto Raptors,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-11-30,Wed,7:00 PM, 
454,454,Memphis Hustle,Texas Legends,Target Center,Minneapolis,MN,USA,2022-11-30,Wed,7:00 PM, 
455,455,Denver Nuggets,Houston Rockets,Smoothie King Center,New Orleans,LA,USA,2022-11-30,Wed,7:00 PM, 
456,456,Phoenix Suns,Chicago Bulls,Landers Center,Southaven,MS,USA,2022-11-30,Wed,7:00 PM, 
457,457,Utah Jazz,Los Angeles Clippers,Ball Arena,Denver,CO,USA,2022-11-30,Wed,7:00 PM, 
458,458,Sacramento Kings,Indiana Pacers,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-11-30,Wed,7:00 PM, 
459,459,G League Ignite,Stockton Kings,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-11-30,Wed,7:00 PM, 
460,460,Ontario Clippers,Oklahoma City Blue,Golden 1 Center,Sacramento,CA,USA,2022-11-30,Wed,7:00 PM, 
461,461,New York Knicks,Milwaukee Bucks,Dollar Loan Center Arena,Henderson,NV,USA,2022-11-30,Wed,7:00 PM, 
462,462,Brooklyn Nets,Washington Wizards,Madison Square Garden,New York,NY,USA,2022-11-30,Wed,7:30 PM, 
463,463,Los Angeles Lakers,Portland Trail Blazers,TD Garden,Boston,MA,USA,2022-11-30,Wed,7:30 PM, 
464,464,Detroit Pistons,Dallas Mavericks,Barclays Center,Brooklyn,NY,USA,2022-11-30,Wed,7:30 PM, 
465,465,Westchester Knicks,College Park SkyHawks,Crypto.com Arena,Los Angeles,CA,USA,2022-11-30,Wed,7:30 PM, 
466,466,Delaware Blue Coats,Raptors 905,Little Caesars Arena,Detroit,MI,USA,2022-12-01,Thu,7:00 PM, 
467,467,South Bay Lakers,Salt Lake City Stars,Total Mortgage Arena,Bridgeport,CT,USA,2022-12-01,Thu,7:00 PM, 
468,468,Austin Spurs,Rio Grande Valley Vipers,Chase Fieldhouse,Wilmington,,USA,2022-12-01,Thu,7:00 PM, 
469,469,Motor City Cruise,Iowa Wolves,UCLA Health Training Center,El Segundo,CA,USA,2022-12-01,Thu,7:00 PM, 
470,470,Milwaukee Bucks,Los Angeles Lakers,H-E-B Center at Cedar Park,Cedar Park,TX,USA,2022-12-01,Thu,7:30 PM, 
471,471,Charlotte Hornets,Washington Wizards,Wayne State Arena,Detroit,MI,USA,2022-12-02,Fri,11:00 AM, 
472,472,Greensboro Swarm,Maine Celtics,Fiserv Forum,Milwaukee,WI,USA,2022-12-02,Fri,6:30 PM, 
473,473,Memphis Grizzlies,Philadelphia 76ers,Spectrum Center,Charlotte,NC,USA,2022-12-02,Fri,7:00 PM, 
474,474,San Antonio Spurs,New Orleans Pelicans,The Fieldhouse at Greensboro Coliseum Complex,Greensboro,NC,USA,2022-12-02,Fri,7:00 PM, 
475,475,Utah Jazz,Indiana Pacers,FedExForum,Memphis,TN,USA,2022-12-02,Fri,7:00 PM, 
476,476,Phoenix Suns,Houston Rockets,AT&T Center,San Antonio,TX,USA,2022-12-02,Fri,7:00 PM, 
477,477,Stockton Kings,Santa Cruz Warriors,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-02,Fri,7:00 PM, 
478,478,Golden State Warriors,Chicago Bulls,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-12-02,Fri,7:00 PM, 
479,479,Cleveland Cavaliers,Orlando Magic,Stockton Arena,Stockton,CA,USA,2022-12-02,Fri,7:00 PM, 
480,480,Brooklyn Nets,Toronto Raptors,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-02,Fri,7:30 PM, 
481,481,Atlanta Hawks,Denver Nuggets,TD Garden,Boston,MA,USA,2022-12-02,Fri,7:30 PM, 
482,482,Austin Spurs,Memphis Hustle,Barclays Center,Brooklyn,NY,USA,2022-12-02,Fri,7:30 PM, 
483,483,New York Knicks,Dallas Mavericks,State Farm Arena,Atlanta,GA,USA,2022-12-02,Fri,7:30 PM, 
484,484,Los Angeles Clippers,Sacramento Kings,H-E-B Center at Cedar Park,Cedar Park,TX,USA,2022-12-02,Fri,7:30 PM, 
485,485,Golden State Warriors,Houston Rockets,Madison Square Garden,New York,NY,USA,2022-12-03,Sat,12:30 PM, 
486,486,College Park SkyHawks,Raptors 905,Crypto.com Arena,Los Angeles,CA,USA,2022-12-03,Sat,1:00 PM, 
487,487,Charlotte Hornets,Milwaukee Bucks,Chase Center,San Francisco,CA,USA,2022-12-03,Sat,5:30 PM, 
488,488,Fort Wayne Mad Ants,Windy City Bulls,Gateway Center Arena at College Park,Atlanta,GA,USA,2022-12-03,Sat,6:00 PM, 
489,489,Westchester Knicks,Capital City Go-Go,Spectrum Center,Charlotte,NC,USA,2022-12-03,Sat,6:00 PM, 
490,490,Motor City Cruise,Iowa Wolves,Allen County War Memorial Coliseum Arena,Fort Wayne,IN,USA,2022-12-03,Sat,7:00 PM, 
491,491,Minnesota Timberwolves,Oklahoma City Thunder,Total Mortgage Arena,Bridgeport,CT,USA,2022-12-03,Sat,7:00 PM, 
492,492,Utah Jazz,Portland Trail Blazers,Wayne State Arena,Detroit,MI,USA,2022-12-03,Sat,7:00 PM, 
493,493,Stockton Kings,Santa Cruz Warriors,Target Center,Minneapolis,MN,USA,2022-12-03,Sat,7:00 PM, 
494,494,Rio Grande Valley Vipers,Lakeland Magic,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-03,Sat,7:00 PM, 
495,495,Toronto Raptors,Orlando Magic,Stockton Arena,Stockton,CA,USA,2022-12-03,Sat,7:00 PM, 
496,496,College Park SkyHawks,Maine Celtics,Bert Ogden Arena,Edinburg,TX,USA,2022-12-03,Sat,7:30 PM, 
497,497,Oklahoma City Blue,Ontario Clippers,Scotiabank Arena,Toronto,,Canada,2022-12-03,Sat,8:00 PM, 
498,498,New Orleans Pelicans,Denver Nuggets,Gateway Center Arena at College Park,Atlanta,GA,USA,2022-12-04,Sun,2:00 PM, 
499,499,Sioux Falls Skyforce,Wisconsin Herd,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-04,Sun,2:00 PM, 
500,500,San Antonio Spurs,Phoenix Suns,Smoothie King Center,New Orleans,LA,USA,2022-12-04,Sun,2:30 PM, 
501,501,Sacramento Kings,Chicago Bulls,Sanford Pentagon,Sioux Falls,SD,USA,2022-12-04,Sun,3:00 PM, 
502,502,Detroit Pistons,Memphis Grizzlies,AT&T Center,San Antonio,TX,USA,2022-12-04,Sun,3:00 PM, 
503,503,Brooklyn Nets,Boston Celtics,Golden 1 Center,Sacramento,CA,USA,2022-12-04,Sun,3:00 PM, 
504,504,Washington Wizards,Los Angeles Lakers,Little Caesars Arena,Detroit,MI,USA,2022-12-04,Sun,6:00 PM, 
505,505,New York Knicks,Cleveland Cavaliers,Barclays Center,Brooklyn,NY,USA,2022-12-04,Sun,6:00 PM, 
506,506,Portland Trail Blazers,Indiana Pacers,Capital One Arena,Washington,DC,USA,2022-12-04,Sun,6:00 PM, 
507,507,Raptors 905,Greensboro Swarm,Madison Square Garden,New York,NY,USA,2022-12-04,Sun,6:00 PM, 
508,508,Cleveland Charge,Windy City Bulls,Moda Center at the Rose Quarter,Portland,OR,USA,2022-12-04,Sun,6:00 PM, 
509,509,Orlando Magic,Milwaukee Bucks,Scotiabank Arena,Toronto,,Canada,2022-12-05,Mon,11:00 AM, 
510,510,Westchester Knicks,Capital City Go-Go,Cleveland State University Wolstein Center,Cleveland,OH,USA,2022-12-05,Mon,6:00 PM, 
511,511,Fort Wayne Mad Ants,Iowa Wolves,Amway Center,Orlando,FL,USA,2022-12-05,Mon,7:00 PM, 
512,512,Charlotte Hornets,Los Angeles Clippers,Total Mortgage Arena,Bridgeport,CT,USA,2022-12-05,Mon,7:00 PM, 
513,513,Long Island Nets,Delaware Blue Coats,Allen County War Memorial Coliseum Arena,Fort Wayne,IN,USA,2022-12-05,Mon,7:00 PM, 
514,514,Houston Rockets,Philadelphia 76ers,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-12-05,Mon,7:00 PM, 
515,515,Rio Grande Valley Vipers,Austin Spurs,FedExForum,Memphis,TN,USA,2022-12-05,Mon,7:00 PM, 
516,516,Salt Lake City Stars,Stockton Kings,Toyota Center,Houston,TX,USA,2022-12-05,Mon,7:00 PM, 
517,517,Golden State Warriors,Indiana Pacers,Bert Ogden Arena,Edinburg,TX,USA,2022-12-05,Mon,7:00 PM, 
518,518,Atlanta Hawks,Oklahoma City Thunder,Maverik Center,West Valley City,UT,USA,2022-12-05,Mon,7:00 PM, 
519,519,Toronto Raptors,Boston Celtics,Chase Center,San Francisco,CA,USA,2022-12-05,Mon,7:00 PM, 
520,520,Dallas Mavericks,Phoenix Suns,State Farm Arena,Atlanta,GA,USA,2022-12-05,Mon,7:30 PM, 
521,521,Birmingham Squadron,Texas Legends,Scotiabank Arena,Toronto,,Canada,2022-12-05,Mon,7:30 PM, 
522,522,Sioux Falls Skyforce,Wisconsin Herd,American Airlines Center,Dallas,TX,USA,2022-12-05,Mon,7:30 PM, 
523,523,College Park SkyHawks,Maine Celtics,Legacy Arena at The BJCC,North Birmingham,AL,USA,2022-12-06,Tue,5:00 PM, 
524,524,Miami Heat,Detroit Pistons,Sanford Pentagon,Sioux Falls,SD,USA,2022-12-06,Tue,6:30 PM, 
525,525,Cleveland Cavaliers,Los Angeles Lakers,Gateway Center Arena at College Park,Atlanta,GA,USA,2022-12-06,Tue,7:00 PM, 
526,526,Raptors 905,Greensboro Swarm,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-06,Tue,7:30 PM, 
527,527,Denver Nuggets,Dallas Mavericks,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-06,Tue,7:30 PM, 
528,528,Orlando Magic,Los Angeles Clippers,Paramount Fine Foods Centre,Mississauga,,Canada,2022-12-06,Tue,7:30 PM, 
529,529,Long Island Nets,Delaware Blue Coats,Ball Arena,Denver,CO,USA,2022-12-06,Tue,8:00 PM, 
530,530,Cleveland Charge,Fort Wayne Mad Ants,Amway Center,Orlando,FL,USA,2022-12-07,Wed,7:00 PM, 
531,531,Minnesota Timberwolves,Indiana Pacers,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-12-07,Wed,7:00 PM, 
532,532,Memphis Grizzlies,Oklahoma City Thunder,Cleveland State University Wolstein Center,Cleveland,OH,USA,2022-12-07,Wed,7:00 PM, 
533,533,New Orleans Pelicans,Detroit Pistons,Target Center,Minneapolis,MN,USA,2022-12-07,Wed,7:00 PM, 
534,534,Milwaukee Bucks,Sacramento Kings,FedExForum,Memphis,TN,USA,2022-12-07,Wed,7:00 PM, 
535,535,Chicago Bulls,Washington Wizards,Smoothie King Center,New Orleans,LA,USA,2022-12-07,Wed,7:00 PM, 
536,536,Rio Grande Valley Vipers,Austin Spurs,Fiserv Forum,Milwaukee,WI,USA,2022-12-07,Wed,7:00 PM, 
537,537,Utah Jazz,Golden State Warriors,United Center,Chicago,IL,USA,2022-12-07,Wed,7:00 PM, 
538,538,Stockton Kings,Oklahoma City Blue,Bert Ogden Arena,Edinburg,TX,USA,2022-12-07,Wed,7:00 PM, 
539,539,Toronto Raptors,Los Angeles Lakers,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-07,Wed,7:00 PM, 
540,540,New York Knicks,Atlanta Hawks,Stockton Arena,Stockton,CA,USA,2022-12-07,Wed,7:00 PM, 
541,541,Brooklyn Nets,Charlotte Hornets,Scotiabank Arena,Toronto,,Canada,2022-12-07,Wed,7:30 PM, 
542,542,Phoenix Suns,Boston Celtics,Madison Square Garden,New York,NY,USA,2022-12-07,Wed,7:30 PM, 
543,543,Salt Lake City Stars,Ontario Clippers,Barclays Center,Brooklyn,NY,USA,2022-12-07,Wed,7:30 PM, 
544,544,Portland Trail Blazers,Denver Nuggets,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-12-07,Wed,8:00 PM, 
545,545,Miami Heat,Los Angeles Clippers,Maverik Center,West Valley City,UT,USA,2022-12-08,Thu,7:00 PM, 
546,546,San Antonio Spurs,Houston Rockets,Moda Center at the Rose Quarter,Portland,OR,USA,2022-12-08,Thu,7:00 PM, 
547,547,Indiana Pacers,Washington Wizards,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-08,Thu,7:30 PM, 
548,548,Orlando Magic,Toronto Raptors,AT&T Center,San Antonio,TX,USA,2022-12-08,Thu,7:30 PM, 
549,549,Delaware Blue Coats,Westchester Knicks,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-09,Fri,7:00 PM, 
550,550,Charlotte Hornets,New York Knicks,Amway Center,Orlando,FL,USA,2022-12-09,Fri,7:00 PM, 
551,551,Capital City Go-Go,Long Island Nets,Chase Fieldhouse,Wilmington,,USA,2022-12-09,Fri,7:00 PM, 
552,552,Lakeland Magic,Rio Grande Valley Vipers,Spectrum Center,Charlotte,NC,USA,2022-12-09,Fri,7:00 PM, 
553,553,Maine Celtics,Raptors 905,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2022-12-09,Fri,7:00 PM, 
554,554,Memphis Grizzlies,Detroit Pistons,RP Funding Center,Lakeland,FL,USA,2022-12-09,Fri,7:00 PM, 
555,555,Sioux Falls Skyforce,Motor City Cruise,Portland Expo Center ME,Portland,ME,USA,2022-12-09,Fri,7:00 PM, 
556,556,Windy City Bulls,Fort Wayne Mad Ants,FedExForum,Memphis,TN,USA,2022-12-09,Fri,7:00 PM, 
557,557,Iowa Wolves,Grand Rapids Gold,Sanford Pentagon,Sioux Falls,SD,USA,2022-12-09,Fri,7:00 PM, 
558,558,Utah Jazz,Minnesota Timberwolves,NOW Arena,Hoffman Estates,IL,USA,2022-12-09,Fri,7:00 PM, 
559,559,Stockton Kings,Oklahoma City Blue,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2022-12-09,Fri,7:00 PM, 
560,560,Santa Cruz Warriors,South Bay Lakers,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-09,Fri,7:00 PM, 
561,561,Cleveland Cavaliers,Sacramento Kings,Stockton Arena,Stockton,CA,USA,2022-12-09,Fri,7:00 PM, 
562,562,Philadelphia 76ers,Los Angeles Lakers,Kaiser Permanente Arena,Santa Cruz,CA,USA,2022-12-09,Fri,7:00 PM, 
