,Unnamed: 0,Home_Team,Away_Team,Arena,City,State,Country,Date,Day,Time,Price
772,772,Maine Celtics,Rio Grande Valley Vipers,The Fieldhouse at Greensboro Coliseum Complex,Greensboro,NC,USA,2022-12-31,Sat,1:00 PM, 
773,773,Motor City Cruise,Windy City Bulls,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2022-12-31,Sat,2:00 PM, 
774,774,Houston Rockets,New York Knicks,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-31,Sat,3:00 PM, 
775,775,Chicago Bulls,Cleveland Cavaliers,Portland Expo Center ME,Portland,ME,USA,2022-12-31,Sat,3:00 PM, 
776,776,San Antonio Spurs,Dallas Mavericks,Wayne State Arena,Detroit,MI,USA,2022-12-31,Sat,6:00 PM, 
777,777,College Park SkyHawks,Lakeland Magic,Toyota Center,Houston,TX,USA,2022-12-31,Sat,6:00 PM, 
778,778,Charlotte Hornets,Brooklyn Nets,United Center,Chicago,IL,USA,2022-12-31,Sat,6:00 PM, 
779,779,Sioux Falls Skyforce,Ontario Clippers,AT&T Center,San Antonio,TX,USA,2022-12-31,Sat,6:00 PM, 
780,780,Oklahoma City Thunder,Philadelphia 76ers,Gateway Center Arena at College Park,Atlanta,GA,USA,2022-12-31,Sat,6:30 PM, 
781,781,Minnesota Timberwolves,Detroit Pistons,Spectrum Center,Charlotte,NC,USA,2022-12-31,Sat,7:00 PM, 
782,782,Memphis Grizzlies,New Orleans Pelicans,Sanford Pentagon,Sioux Falls,SD,USA,2022-12-31,Sat,7:00 PM, 
783,783,Wisconsin Herd,Grand Rapids Gold,Target Center,Minneapolis,MN,USA,2022-12-31,Sat,7:00 PM, 
784,784,Iowa Wolves,Texas Legends,FedExForum,Memphis,TN,USA,2022-12-31,Sat,7:00 PM, 
785,785,Sioux Falls Skyforce,Ontario Clippers,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-31,Sat,7:00 PM, 
786,786,Austin Spurs,Stockton Kings,Oshkosh Arena,Oshkosh,WI,USA,2022-12-31,Sat,8:00 PM, 
787,787,Denver Nuggets,Boston Celtics,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2023-01-01,Sun,2:00 PM, 
788,788,Memphis Grizzlies,Sacramento Kings,Sanford Pentagon,Sioux Falls,SD,USA,2023-01-01,Sun,3:00 PM, 
789,789,Milwaukee Bucks,Washington Wizards,H-E-B Center at Cedar Park,Cedar Park,TX,USA,2023-01-01,Sun,5:00 PM, 
790,790,New York Knicks,Phoenix Suns,Ball Arena,Denver,CO,USA,2023-01-01,Sun,6:00 PM, 
791,791,Indiana Pacers,Toronto Raptors,FedExForum,Memphis,TN,USA,2023-01-01,Sun,7:00 PM, 
792,792,Cleveland Cavaliers,Chicago Bulls,Fiserv Forum,Milwaukee,WI,USA,2023-01-01,Sun,7:00 PM, 
793,793,Philadelphia 76ers,New Orleans Pelicans,Madison Square Garden,New York,NY,USA,2023-01-02,Mon,3:00 PM, 
794,794,Charlotte Hornets,Los Angeles Lakers,Gainbridge Fieldhouse,Indianapolis,IN,USA,2023-01-02,Mon,7:00 PM, 
795,795,Westchester Knicks,Cleveland Charge,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2023-01-02,Mon,7:00 PM, 
796,796,College Park SkyHawks,Lakeland Magic,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2023-01-02,Mon,7:00 PM, 
797,797,Long Island Nets,Raptors 905,Spectrum Center,Charlotte,NC,USA,2023-01-02,Mon,7:00 PM, 
798,798,Grand Rapids Gold,Delaware Blue Coats,Total Mortgage Arena,Bridgeport,CT,USA,2023-01-02,Mon,7:00 PM, 
799,799,Houston Rockets,Dallas Mavericks,Gateway Center Arena at College Park,Atlanta,GA,USA,2023-01-02,Mon,7:00 PM, 
800,800,Minnesota Timberwolves,Denver Nuggets,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2023-01-02,Mon,7:00 PM, 
801,801,Portland Trail Blazers,Detroit Pistons,Van Andel Arena,Grand Rapids,MI,USA,2023-01-02,Mon,7:00 PM, 
802,802,Golden State Warriors,Atlanta Hawks,Toyota Center,Houston,TX,USA,2023-01-02,Mon,7:00 PM, 
803,803,Brooklyn Nets,San Antonio Spurs,Target Center,Minneapolis,MN,USA,2023-01-02,Mon,7:00 PM, 
804,804,Oklahoma City Blue,Rio Grande Valley Vipers,Chase Center,San Francisco,CA,USA,2023-01-02,Mon,7:00 PM, 
805,805,Sioux Falls Skyforce,Texas Legends,Barclays Center,Brooklyn,NY,USA,2023-01-02,Mon,7:30 PM, 
806,806,Westchester Knicks,Cleveland Charge,Crypto.com Arena,Los Angeles,CA,USA,2023-01-02,Mon,7:30 PM, 
807,807,Grand Rapids Gold,Delaware Blue Coats,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2023-01-03,Tue,12:00 PM, 
808,808,Oklahoma City Thunder,Boston Celtics,Sanford Pentagon,Sioux Falls,SD,USA,2023-01-03,Tue,6:30 PM, 
809,809,Milwaukee Bucks,Washington Wizards,Total Mortgage Arena,Bridgeport,CT,USA,2023-01-03,Tue,7:00 PM, 
810,810,Utah Jazz,Sacramento Kings,Van Andel Arena,Grand Rapids,MI,USA,2023-01-03,Tue,7:00 PM, 
811,811,Philadelphia 76ers,Indiana Pacers,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2023-01-03,Tue,7:00 PM, 
812,812,Orlando Magic,Oklahoma City Thunder,Fiserv Forum,Milwaukee,WI,USA,2023-01-03,Tue,7:00 PM, 
813,813,Charlotte Hornets,Memphis Grizzlies,Vivint Smart Home Arena,Salt Lake City,UT,USA,2023-01-03,Tue,7:00 PM, 
814,814,Cleveland Cavaliers,Phoenix Suns,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2023-01-04,Wed,7:00 PM, 
815,815,Fort Wayne Mad Ants,Windy City Bulls,Amway Center,Orlando,FL,USA,2023-01-04,Wed,7:00 PM, 
816,816,Capital City Go-Go,Austin Spurs,Spectrum Center,Charlotte,NC,USA,2023-01-04,Wed,7:00 PM, 
817,817,Long Island Nets,Raptors 905,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2023-01-04,Wed,7:00 PM, 
818,818,New Orleans Pelicans,Houston Rockets,Allen County War Memorial Coliseum Arena,Fort Wayne,IN,USA,2023-01-04,Wed,7:00 PM, 
819,819,Chicago Bulls,Brooklyn Nets,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2023-01-04,Wed,7:00 PM, 
820,820,Minnesota Timberwolves,Portland Trail Blazers,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2023-01-04,Wed,7:00 PM, 
821,821,Wisconsin Herd,College Park Skyhawks,Smoothie King Center,New Orleans,LA,USA,2023-01-04,Wed,7:00 PM, 
822,822,Salt Lake City Stars,Stockton Kings,United Center,Chicago,IL,USA,2023-01-04,Wed,7:00 PM, 
823,823,Sacramento Kings,Atlanta Hawks,Target Center,Minneapolis,MN,USA,2023-01-04,Wed,7:00 PM, 
824,824,Golden State Warriors,Detroit Pistons,Oshkosh Arena,Oshkosh,WI,USA,2023-01-04,Wed,7:00 PM, 
825,825,New York Knicks,San Antonio Spurs,Golden 1 Center,Sacramento,CA,USA,2023-01-04,Wed,7:00 PM, 
826,826,Toronto Raptors,Milwaukee Bucks,Chase Center,San Francisco,CA,USA,2023-01-04,Wed,7:00 PM, 
827,827,Dallas Mavericks,Boston Celtics,Crypto.com Arena,Los Angeles,CA,USA,2023-01-04,Wed,7:00 PM, 
828,828,Orlando Magic,Memphis Grizzlies,Madison Square Garden,New York,NY,USA,2023-01-04,Wed,7:30 PM, 
829,829,Grand Rapids Gold,Fort Wayne Mad Ants,Scotiabank Arena,Toronto,,Canada,2023-01-04,Wed,7:30 PM, 
830,830,Maine Celtics,Motor City Cruise,American Airlines Center,Dallas,TX,USA,2023-01-05,Thu,6:30 PM, 
831,831,Houston Rockets,Utah Jazz,Amway Center,Orlando,FL,USA,2023-01-05,Thu,7:00 PM, 
832,832,G League Ignite,Santa Cruz Warriors,Van Andel Arena,Grand Rapids,MI,USA,2023-01-05,Thu,7:00 PM, 
833,833,Denver Nuggets,Los Angeles Clippers,Portland Expo Center ME,Portland,ME,USA,2023-01-05,Thu,7:00 PM, 
834,834,Indiana Pacers,Portland Trail Blazers,Toyota Center,Houston,TX,USA,2023-01-05,Thu,7:00 PM, 
835,835,Westchester Knicks,Long Island Nets,Dollar Loan Center Arena,Henderson,NV,USA,2023-01-05,Thu,7:00 PM, 
836,836,Capital City Go-Go,Austin Spurs,Ball Arena,Denver,CO,USA,2023-01-05,Thu,8:00 PM, 
837,837,Delaware Blue Coats,Greensboro Swarm,Gainbridge Fieldhouse,Indianapolis,IN,USA,2023-01-06,Fri,7:00 PM, 
838,838,Maine Celtics,Motor City Cruise,Total Mortgage Arena,Bridgeport,CT,USA,2023-01-06,Fri,7:00 PM, 
839,839,Oklahoma City Thunder,Washington Wizards,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2023-01-06,Fri,7:00 PM, 
840,840,San Antonio Spurs,Detroit Pistons,Chase Fieldhouse,Wilmington,,USA,2023-01-06,Fri,7:00 PM, 
841,841,Windy City Bulls,Lakeland Magic,Portland Expo Center ME,Portland,ME,USA,2023-01-06,Fri,7:00 PM, 
842,842,Milwaukee Bucks,Charlotte Hornets,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2023-01-06,Fri,7:00 PM, 
843,843,Salt Lake City Stars,Iowa Wolves,AT&T Center,San Antonio,TX,USA,2023-01-06,Fri,7:00 PM, 
844,844,Denver Nuggets,Cleveland Cavaliers,NOW Arena,Hoffman Estates,IL,USA,2023-01-06,Fri,7:00 PM, 
845,845,Stockton Kings,Ontario Clippers,Fiserv Forum,Milwaukee,WI,USA,2023-01-06,Fri,7:00 PM, 
846,846,G League Ignite,Santa Cruz Warriors,Maverik Center,West Valley City,UT,USA,2023-01-06,Fri,7:00 PM, 
847,847,Toronto Raptors,New York Knicks,Ball Arena,Denver,CO,USA,2023-01-06,Fri,7:00 PM, 
848,848,Philadelphia 76ers,Chicago Bulls,Stockton Arena,Stockton,CA,USA,2023-01-06,Fri,7:00 PM, 
849,849,New Orleans Pelicans,Brooklyn Nets,Dollar Loan Center Arena,Henderson,NV,USA,2023-01-06,Fri,7:00 PM, 
850,850,Rio Grande Valley Vipers,Sioux Falls Skyforce,Scotiabank Arena,Toronto,,Canada,2023-01-06,Fri,7:30 PM, 
851,851,Los Angeles Lakers,Atlanta Hawks,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2023-01-06,Fri,7:30 PM, 
852,852,Minnesota Timberwolves,Los Angeles Clippers,Smoothie King Center,New Orleans,LA,USA,2023-01-06,Fri,7:30 PM, 
853,853,Wisconsin Herd,College Park Skyhawks,Bert Ogden Arena,Edinburg,TX,USA,2023-01-06,Fri,7:30 PM, 
854,854,San Antonio Spurs,Boston Celtics,Target Center,Minneapolis,MN,USA,2023-01-06,Fri,8:00 PM, 
855,855,Golden State Warriors,Orlando Magic,Oshkosh Arena,Oshkosh,WI,USA,2023-01-06,Fri,8:00 PM, 
856,856,Dallas Mavericks,New Orleans Pelicans,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2023-01-06,Fri,8:00 PM, 
857,857,Chicago Bulls,Utah Jazz,AT&T Center,San Antonio,TX,USA,2023-01-07,Sat,5:00 PM, 
858,858,Windy City Bulls,Lakeland Magic,Chase Center,San Francisco,CA,USA,2023-01-07,Sat,5:30 PM, 
859,859,Salt Lake City Stars,Iowa Wolves,American Airlines Center,Dallas,TX,USA,2023-01-07,Sat,7:00 PM, 
860,860,Sacramento Kings,Los Angeles Lakers,United Center,Chicago,IL,USA,2023-01-07,Sat,7:00 PM, 
861,861,Rio Grande Valley Vipers,Sioux Falls Skyforce,NOW Arena,Hoffman Estates,IL,USA,2023-01-07,Sat,7:00 PM, 
862,862,Texas Legends,Memphis Hustle,Maverik Center,West Valley City,UT,USA,2023-01-07,Sat,7:00 PM, 
863,863,Oklahoma City Blue,Santa Cruz Warriors,Golden 1 Center,Sacramento,CA,USA,2023-01-07,Sat,7:00 PM, 
864,864,Westchester Knicks,Long Island Nets,Bert Ogden Arena,Edinburg,TX,USA,2023-01-07,Sat,7:30 PM, 
865,865,College Park SkyHawks,Austin Spurs,Comerica Center,Frisco,TX,USA,2023-01-07,Sat,8:30 PM, 
866,866,Detroit Pistons,Philadelphia 76ers,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2023-01-08,Sun,11:00 AM, 
867,867,Delaware Blue Coats,Greensboro Swarm,Total Mortgage Arena,Bridgeport,CT,USA,2023-01-08,Sun,1:00 PM, 
868,868,Fort Wayne Mad Ants,Cleveland Charge,Gateway Center Arena at College Park,Atlanta,GA,USA,2023-01-08,Sun,2:00 PM, 
869,869,Toronto Raptors,Portland Trail Blazers,Little Caesars Arena,Detroit,MI,USA,2023-01-08,Sun,3:00 PM, 
870,870,Texas Legends,Memphis Hustle,Chase Fieldhouse,Wilmington,,USA,2023-01-08,Sun,3:00 PM, 
871,871,Indiana Pacers,Charlotte Hornets,Allen County War Memorial Coliseum Arena,Fort Wayne,IN,USA,2023-01-08,Sun,3:00 PM, 
872,872,Memphis Grizzlies,Utah Jazz,Scotiabank Arena,Toronto,,Canada,2023-01-08,Sun,3:30 PM, 
873,873,Miami Heat,Brooklyn Nets,Comerica Center,Frisco,TX,USA,2023-01-08,Sun,4:30 PM, 
874,874,Oklahoma City Thunder,Dallas Mavericks,Gainbridge Fieldhouse,Indianapolis,IN,USA,2023-01-08,Sun,5:00 PM, 
875,875,Houston Rockets,Minnesota Timberwolves,FedExForum,Memphis,TN,USA,2023-01-08,Sun,5:00 PM, 
876,876,Phoenix Suns,Cleveland Cavaliers,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2023-01-08,Sun,6:00 PM, 
877,877,Los Angeles Clippers,Atlanta Hawks,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2023-01-08,Sun,6:00 PM, 
878,878,Washington Wizards,New Orleans Pelicans,Toyota Center,Houston,TX,USA,2023-01-08,Sun,6:00 PM, 
879,879,Long Island Nets,Windy City Bulls,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2023-01-08,Sun,6:00 PM, 
880,880,Motor City Cruise,Lakeland Magic,Crypto.com Arena,Los Angeles,CA,USA,2023-01-08,Sun,6:00 PM, 
881,881,Memphis Grizzlies,San Antonio Spurs,Capital One Arena,Washington,DC,USA,2023-01-09,Mon,7:00 PM, 
882,882,Denver Nuggets,Los Angeles Lakers,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2023-01-09,Mon,7:00 PM, 
883,883,Sacramento Kings,Orlando Magic,Wayne State Arena,Detroit,MI,USA,2023-01-09,Mon,7:00 PM, 
884,884,Stockton Kings,Sioux Falls Skyforce,FedExForum,Memphis,TN,USA,2023-01-09,Mon,7:00 PM, 
885,885,South Bay Lakers,Iowa Wolves,Ball Arena,Denver,CO,USA,2023-01-09,Mon,7:00 PM, 
886,886,New York Knicks,Milwaukee Bucks,Golden 1 Center,Sacramento,CA,USA,2023-01-09,Mon,7:00 PM, 
887,887,Raptors 905,Capital City Go-Go,Stockton Arena,Stockton,CA,USA,2023-01-09,Mon,7:00 PM, 
888,888,Boston Celtics,Chicago Bulls,UCLA Health Training Center,El Segundo,CA,USA,2023-01-09,Mon,7:00 PM, 
889,889,Westchester Knicks,Greensboro Swarm,Madison Square Garden,New York,NY,USA,2023-01-09,Mon,7:30 PM, 
890,890,Salt Lake City Stars,Rio Grande Valley Vipers,Paramount Fine Foods Centre,Mississauga,,Canada,2023-01-09,Mon,7:30 PM, 
891,891,Utah Jazz,Cleveland Cavaliers,TD Garden,Boston,MA,USA,2023-01-09,Mon,7:30 PM, 
892,892,Golden State Warriors,Phoenix Suns,Total Mortgage Arena,Bridgeport,CT,USA,2023-01-10,Tue,7:00 PM, 
893,893,Portland Trail Blazers,Orlando Magic,Maverik Center,West Valley City,UT,USA,2023-01-10,Tue,7:00 PM, 
894,894,Miami Heat,Oklahoma City Thunder,Vivint Smart Home Arena,Salt Lake City,UT,USA,2023-01-10,Tue,7:00 PM, 
895,895,Philadelphia 76ers,Detroit Pistons,Chase Center,San Francisco,CA,USA,2023-01-10,Tue,7:00 PM, 
896,896,Toronto Raptors,Charlotte Hornets,Moda Center at the Rose Quarter,Portland,OR,USA,2023-01-10,Tue,7:00 PM, 
897,897,Raptors 905,Capital City Go-Go,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2023-01-10,Tue,7:30 PM, 
898,898,Los Angeles Clippers,Dallas Mavericks,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2023-01-10,Tue,7:30 PM, 
899,899,Detroit Pistons,Minnesota Timberwolves,Scotiabank Arena,Toronto,,Canada,2023-01-10,Tue,7:30 PM, 
900,900,Washington Wizards,Chicago Bulls,Paramount Fine Foods Centre,Mississauga,,Canada,2023-01-10,Tue,7:30 PM, 
901,901,Long Island Nets,Windy City Bulls,Crypto.com Arena,Los Angeles,CA,USA,2023-01-10,Tue,7:30 PM, 
902,902,Memphis Grizzlies,San Antonio Spurs,Little Caesars Arena,Detroit,MI,USA,2023-01-11,Wed,7:00 PM, 
903,903,Wisconsin Herd,Memphis Hustle,Capital One Arena,Washington,DC,USA,2023-01-11,Wed,7:00 PM, 
904,904,Denver Nuggets,Phoenix Suns,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2023-01-11,Wed,7:00 PM, 
905,905,Sacramento Kings,Houston Rockets,FedExForum,Memphis,TN,USA,2023-01-11,Wed,7:00 PM, 
906,906,South Bay Lakers,Oklahoma City Blue,Oshkosh Arena,Oshkosh,WI,USA,2023-01-11,Wed,7:00 PM, 
907,907,New York Knicks,Indiana Pacers,Ball Arena,Denver,CO,USA,2023-01-11,Wed,7:00 PM, 
908,908,Boston Celtics,New Orleans Pelicans,Golden 1 Center,Sacramento,CA,USA,2023-01-11,Wed,7:00 PM, 
909,909,Atlanta Hawks,Milwaukee Bucks,UCLA Health Training Center,El Segundo,CA,USA,2023-01-11,Wed,7:00 PM, 
910,910,Philadelphia 76ers,Oklahoma City Thunder,Madison Square Garden,New York,NY,USA,2023-01-11,Wed,7:30 PM, 
911,911,Motor City Cruise,Raptors 905,TD Garden,Boston,MA,USA,2023-01-11,Wed,7:30 PM, 
912,912,Maine Celtics,Delaware Blue Coats,State Farm Arena,Atlanta,GA,USA,2023-01-11,Wed,7:30 PM, 
913,913,Santa Cruz Warriors,Sioux Falls Skyforce,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2023-01-12,Thu,7:00 PM, 
914,914,Los Angeles Lakers,Dallas Mavericks,Wayne State Arena,Detroit,MI,USA,2023-01-12,Thu,7:00 PM, 
915,915,Ontario Clippers,Iowa Wolves,Portland Expo Center ME,Portland,ME,USA,2023-01-12,Thu,7:00 PM, 
916,916,G League Ignite,Oklahoma City Blue,Kaiser Permanente Arena,Santa Cruz,CA,USA,2023-01-12,Thu,7:00 PM, 
917,917,Portland Trail Blazers,Cleveland Cavaliers,Crypto.com Arena,Los Angeles,CA,USA,2023-01-12,Thu,7:00 PM, 
918,918,Miami Heat,Milwaukee Bucks,Toyota Arena,Ontario,CA,USA,2023-01-12,Thu,7:00 PM, 
919,919,Brooklyn Nets,Boston Celtics,Dollar Loan Center Arena,Henderson,NV,USA,2023-01-12,Thu,7:00 PM, 
920,920,Toronto Raptors,Charlotte Hornets,Moda Center at the Rose Quarter,Portland,OR,USA,2023-01-12,Thu,7:00 PM, 
921,921,Indiana Pacers,Atlanta Hawks,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2023-01-12,Thu,7:30 PM, 
922,922,Detroit Pistons,New Orleans Pelicans,Barclays Center,Brooklyn,NY,USA,2023-01-12,Thu,7:30 PM, 
923,923,Washington Wizards,New York Knicks,Scotiabank Arena,Toronto,,Canada,2023-01-12,Thu,7:30 PM, 
924,924,Cleveland Charge,Wisconsin Herd,Gainbridge Fieldhouse,Indianapolis,IN,USA,2023-01-13,Fri,7:00 PM, 
925,925,Lakeland Magic,Greensboro Swarm,Little Caesars Arena,Detroit,MI,USA,2023-01-13,Fri,7:00 PM, 
926,926,Chicago Bulls,Oklahoma City Thunder,Capital One Arena,Washington,DC,USA,2023-01-13,Fri,7:00 PM, 
927,927,Birmingham Squadron,Salt Lake City Stars,Cleveland State University Wolstein Center,Cleveland,OH,USA,2023-01-13,Fri,7:00 PM, 
928,928,Minnesota Timberwolves,Phoenix Suns,RP Funding Center,Lakeland,FL,USA,2023-01-13,Fri,7:00 PM, 
929,929,Utah Jazz,Orlando Magic,United Center,Chicago,IL,USA,2023-01-13,Fri,7:00 PM, 
930,930,Sacramento Kings,Houston Rockets,Legacy Arena at The BJCC,North Birmingham,AL,USA,2023-01-13,Fri,7:00 PM, 
931,931,Santa Cruz Warriors,Sioux Falls Skyforce,Target Center,Minneapolis,MN,USA,2023-01-13,Fri,7:00 PM, 
932,932,Stockton Kings,Rio Grande Valley Vipers,Vivint Smart Home Arena,Salt Lake City,UT,USA,2023-01-13,Fri,7:00 PM, 
933,933,Los Angeles Clippers,Denver Nuggets,Golden 1 Center,Sacramento,CA,USA,2023-01-13,Fri,7:00 PM, 
934,934,San Antonio Spurs,Golden State Warriors,Kaiser Permanente Arena,Santa Cruz,CA,USA,2023-01-13,Fri,7:00 PM, 
935,935,Texas Legends,South Bay Lakers,Stockton Arena,Stockton,CA,USA,2023-01-13,Fri,7:00 PM, 
936,936,Miami Heat,Milwaukee Bucks,Crypto.com Arena,Los Angeles,CA,USA,2023-01-13,Fri,7:00 PM, 
937,937,College Park SkyHawks,Capital City Go-Go,Alamodome,San Antonio,TX,USA,2023-01-13,Fri,8:00 PM, 
938,938,Indiana Pacers,Memphis Grizzlies,Comerica Center,Frisco,TX,USA,2023-01-13,Fri,8:30 PM, 
939,939,Charlotte Hornets,Boston Celtics,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2023-01-14,Sat,1:00 PM, 
940,940,Fort Wayne Mad Ants,Wisconsin Herd,Gateway Center Arena at College Park,Atlanta,GA,USA,2023-01-14,Sat,6:30 PM, 
941,941,Long Island Nets,Grand Rapids Gold,Gainbridge Fieldhouse,Indianapolis,IN,USA,2023-01-14,Sat,7:00 PM, 
942,942,Lakeland Magic,Greensboro Swarm,Spectrum Center,Charlotte,NC,USA,2023-01-14,Sat,7:00 PM, 
943,943,Maine Celtics,Delaware Blue Coats,Allen County War Memorial Coliseum Arena,Fort Wayne,IN,USA,2023-01-14,Sat,7:00 PM, 
944,944,Birmingham Squadron,Salt Lake City Stars,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2023-01-14,Sat,7:00 PM, 
945,945,Windy City Bulls,Cleveland Charge,RP Funding Center,Lakeland,FL,USA,2023-01-14,Sat,7:00 PM, 
946,946,Minnesota Timberwolves,Cleveland Cavaliers,Portland Expo Center ME,Portland,ME,USA,2023-01-14,Sat,7:00 PM, 
947,947,Utah Jazz,Philadelphia 76ers,Legacy Arena at The BJCC,North Birmingham,AL,USA,2023-01-14,Sat,7:00 PM, 
948,948,Stockton Kings,Rio Grande Valley Vipers,NOW Arena,Hoffman Estates,IL,USA,2023-01-14,Sat,7:00 PM, 
949,949,Portland Trail Blazers,Dallas Mavericks,Target Center,Minneapolis,MN,USA,2023-01-14,Sat,7:00 PM, 
950,950,Toronto Raptors,Atlanta Hawks,Vivint Smart Home Arena,Salt Lake City,UT,USA,2023-01-14,Sat,7:00 PM, 
951,951,Texas Legends,South Bay Lakers,Stockton Arena,Stockton,CA,USA,2023-01-14,Sat,7:00 PM, 
952,952,Los Angeles Clippers,Houston Rockets,Moda Center at the Rose Quarter,Portland,OR,USA,2023-01-14,Sat,7:00 PM, 
953,953,Detroit Pistons (Cade Cunningham Bobblehead),New York Knicks,Scotiabank Arena,Toronto,,Canada,2023-01-14,Sat,7:30 PM, 
954,954,Ontario Clippers,Motor City Cruise,Comerica Center,Frisco,TX,USA,2023-01-14,Sat,8:30 PM, 
955,955,Chicago Bulls,Golden State Warriors,Crypto.com Arena,Los Angeles,CA,USA,2023-01-15,Sun,12:00 PM, 
956,956,Sioux Falls Skyforce,Raptors 905,Little Caesars Arena,Detroit,MI,USA,2023-01-15,Sun,1:00 PM, 
957,957,Iowa Wolves,Memphis Hustle,Toyota Arena,Ontario,CA,USA,2023-01-15,Sun,2:00 PM, 
958,958,Brooklyn Nets,Oklahoma City Thunder,United Center,Chicago,IL,USA,2023-01-15,Sun,2:30 PM, 
959,959,San Antonio Spurs,Sacramento Kings,Sanford Pentagon,Sioux Falls,SD,USA,2023-01-15,Sun,3:00 PM, 
960,960,Denver Nuggets,Orlando Magic,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2023-01-15,Sun,3:00 PM, 
961,961,Portland Trail Blazers,Dallas Mavericks,Barclays Center,Brooklyn,NY,USA,2023-01-15,Sun,6:00 PM, 
962,962,Los Angeles Lakers,Philadelphia 76ers,AT&T Center,San Antonio,TX,USA,2023-01-15,Sun,6:00 PM, 
963,963,Charlotte Hornets,Boston Celtics,Ball Arena,Denver,CO,USA,2023-01-15,Sun,6:00 PM, 
964,964,Delaware Blue Coats,Wisconsin Herd,Moda Center at the Rose Quarter,Portland,OR,USA,2023-01-15,Sun,6:00 PM, 
965,965,Long Island Nets,Grand Rapids Gold,Crypto.com Arena,Los Angeles,CA,USA,2023-01-15,Sun,6:30 PM, 
966,966,Windy City Bulls,Cleveland Charge,Spectrum Center,Charlotte,NC,USA,2023-01-16,Mon,1:00 PM, 
967,967,Milwaukee Bucks,Indiana Pacers,Chase Fieldhouse,Wilmington,,USA,2023-01-16,Mon,1:00 PM, 
968,968,Cleveland Cavaliers,New Orleans Pelicans,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2023-01-16,Mon,1:00 PM, 
969,969,New York Knicks,Toronto Raptors,NOW Arena,Hoffman Estates,IL,USA,2023-01-16,Mon,1:00 PM, 
970,970,Washington Wizards,Golden State Warriors,Fiserv Forum,Milwaukee,WI,USA,2023-01-16,Mon,1:30 PM, 
971,971,Minnesota Timberwolves,Utah Jazz,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2023-01-16,Mon,3:00 PM, 
972,972,G League Ignite,Fort Wayne Mad Ants,Madison Square Garden,New York,NY,USA,2023-01-16,Mon,3:00 PM, 
973,973,Texas Legends,Salt Lake City Stars,Target Center,Minneapolis,MN,USA,2023-01-16,Mon,3:00 PM, 
974,974,Memphis Grizzlies,Phoenix Suns,Dollar Loan Center Arena,Henderson,NV,USA,2023-01-16,Mon,3:00 PM, 
975,975,Austin Spurs,Stockton Kings,State Farm Arena,Atlanta,GA,USA,2023-01-16,Mon,3:30 PM, 
976,976,Ontario Clippers,Motor City Cruise,Comerica Center,Frisco,TX,USA,2023-01-16,Mon,4:30 PM, 
977,977,College Park SkyHawks,Capital City Go-Go,FedExForum,Memphis,TN,USA,2023-01-16,Mon,5:00 PM, 
978,978,Los Angeles Lakers,Houston Rockets,H-E-B Center at Cedar Park,Cedar Park,TX,USA,2023-01-16,Mon,5:00 PM, 
979,979,Sioux Falls Skyforce,Lakeland Magic,Toyota Arena,Ontario,CA,USA,2023-01-16,Mon,6:00 PM, 
980,980,Milwaukee Bucks,Toronto Raptors,Gateway Center Arena at College Park,Atlanta,GA,USA,2023-01-16,Mon,7:00 PM, 
